id,isbn13,isbn10,title,language,binding,release_date,edition,pages,dimensions,rating,publisher,author,copies
415,9780874807905,874807905,What's Nature Worth?: Narrative Expressions of Environmental Values,English,Paperback,2004-03-01,,320,6.00 (w) x 9.00 (h) x 0.80 (d),2.0,University of Utah Press,"Terre Satterfield (Editor), Scott Slovic",9
416,9781575252971,157525297X,New Playwrights: The Best Plays of 2001,English,Paperback,2003-07-01,,352,,3.1,"Smith & Kraus, Inc.","D. L. Lepidus (Editor), Michael Kinghorn",14
417,9781575254241,1575254247,New Playwrights: The Best Plays of 2004,English,Paperback,2005-05-01,New Edition,411,5.35 (w) x 8.50 (h) x 1.00 (d),4.3,"Smith & Kraus, Inc.","D. L. Lepidus (Editor), Rosary O'Neill",9
418,9780814776551,814776558,More New York Stories: The Best of the City Section of The New York Times,English,Paperback,2010-11-01,,320,5.90 (w) x 8.90 (h) x 0.80 (d),2.6,New York University Press,Constance Rosenblum,5
419,9780684802404,684802406,Latina,English,Paperback,1995-08-01,,288,0.66 (w) x 5.50 (h) x 8.50 (d),1.6,Simon & Schuster Adult Publishing Group,Lillian Castillo-speed,8
420,9780802136947,080213694X,Word Virus,English,Paperback,2000-06-01,,576,6.07 (w) x 9.07 (h) x 1.60 (d),1.6,"Grove/Atlantic, Inc.","William S. Burroughs, James Grauerholz (Editor), Ira Silverberg (Editor), Ira Silverberg (Editor), James Grauerholz",1
421,9781598530483,1598530488,American Fantastic Tales: Terror and the Uncanny from the 1940s to Now,English,Hardcover,2009-10-01,,750,5.18 (w) x 8.16 (h) x 1.25 (d),2.5,Library of America,Peter Straub,14
422,9780873515429,873515420,Christmas in Minnesota,English,Hardcover,2005-11-01,,208,7.25 (w) x 9.25 (h) x 0.80 (d),2.1,Minnesota Historical Society Press,"Marilyn Ziebarth (Editor), Brian Horrigan",12
423,9781888160383,1888160381,"Iowa, the Definitive Collection: Classic and Contemporary Readings by Iowans, for Iowans",English,Paperback,2009-06-01,,532,6.00 (w) x 9.00 (h) x 1.50 (d),3.6,Ice Cube Press,Zachary Michael Jack,9
424,9781555838270,1555838278,"Friction, Volume 7: Best Gay Erotic Fiction",English,Paperback,2004-02-01,,368,5.40 (w) x 8.50 (h) x 0.80 (d),3.8,Alyson Books,Jesse Grant,13
425,9780813122793,813122791,A Kentucky Christmas,English,Hardcover,2003-10-01,1st Edition,,,2.7,University Press of Kentucky,"George Ella Lyon (Editor), Harriette Simpson Arnow, Dianne Aprile",17
426,9781932183702,1932183701,The Little Big Book of California,English,Hardcover,2005-04-01,,352,6.93 (w) x 6.71 (h) x 1.64 (d),1.5,Welcome Enterprises,"Natasha Tabori Fried (Editor), Lena Tabori",9
427,9781575254463,1575254468,New Playwrights: The Best Plays of 2005,English,Paperback,2006-05-01,1st Edition,352,5.40 (w) x 8.40 (h) x 0.80 (d),2.7,"Smith & Kraus, Inc.","D. L. Lepidus (Editor), Brian Mori",5
428,9780671047566,671047566,Tenderheaded: A Comb-Bending Collection of Hair Stories,English,Paperback,2002-01-01,Reprint,320,6.46 (w) x 0.85 (h) x 9.22 (d),3.7,Simon & Schuster Adult Publishing Group,"Juliette Harris (Editor), Pamela Johnson, Ntozake Shange",4
429,9781598875782,1598875787,The Classic Hundred Poems: All-Time Favorites,English,Compact Disc,2007-12-01,Unabridged selections; 6 hours on 5 CDs,,,3.0,HighBridge Company,"William Harmon (Editor), Various, Ensemble cast",7
430,9780910043076,910043078,The Best of Bamboo Ridge,English,Paperback,1986-07-01,,325,5.30 (w) x 8.40 (h) x 0.70 (d),1.9,Bamboo Ridge Press,"Eric Chock, Darrell H. Y. Lum, Lum Darrell H. Y.",10
431,9781597140379,1597140376,Inlandia,English,Paperback,2006-10-01,,448,6.10 (w) x 8.98 (h) x 1.15 (d),2.2,Heyday Books,"Gayle Wattawa (Editor), Susan Straight",18
432,9781892514011,189251401X,Literary Savannah,English,Paperback,2006-07-01,,,,4.2,"Hill Street Press, LLC",Patrick Allen,13
433,9780195020588,195020588,"New Oxford Book of American Verse, Vol. 1",English,Hardcover,1976-10-01,New Edition,1136,8.75 (w) x 5.88 (h) x 2.07 (d),3.6,"Oxford University Press, USA","Richard Ellmann, Oxford",2
434,9780806513492,806513497,Caroling Dusk,English,Paperback,1993-01-01,Reprint,264,6.00 (w) x 9.00 (h) x 0.60 (d),4.9,Kensington Publishing Corporation,"Countee Cullen (Editor), Countee Cullen",6
435,9780875652535,875652530,Literary Fort Worth,English,Paperback,2002-05-01,,442,6.96 (w) x 9.98 (h) x 1.24 (d),1.8,Texas Christian University Press,"Judy Alter (Editor), James Ward Lee",13
436,9780809327638,809327635,A River Through Illinois,English,Hardcover,2008-04-01,1st Edition,256,12.00 (w) x 9.00 (h) x 1.30 (d),3.6,Southern Illinois University Press,"Daniel V. Overturf, Gary Marx, Bill Kurtis",19
437,9780879058326,879058323,"Don't Squat With Yer Spurs On! II, Vol. 2",English,Paperback,1997-09-01,,128,4.25 (w) x 6.75 (h) x 0.35 (d),3.9,"Smith, Gibbs Publisher","Texas Bix Bender, L. Bark'karie",6
438,9781567920789,1567920780,The Maine Reader: The Down East Experience from 1614 to the Present,English,Paperback,1997-01-01,,524,6.12 (w) x 9.44 (h) x 1.39 (d),4.5,"Godine, David R. Publishers, Inc.","Charles Shain, Samuella Shain",13
439,9780813007267,813007267,Florida Frenzy,English,Paperback,1982-06-01,First,138,6.11 (w) x 8.99 (h) x 0.44 (d),1.4,University Press of Florida,Harry E. Crews,1
440,9781587298714,1587298716,Starting Today: 100 Poems for Obama's First 100 Days,English,Paperback,2010-04-01,1,210,6.00 (w) x 8.90 (h) x 0.60 (d),3.6,University of Iowa Press,"Rachel Zucker (Editor), Arielle Greenberg",5
441,9780820327754,820327751,Chattooga: Descending into the Myth of Deliverance River,English,Paperback,2005-09-01,Reprint,224,5.50 (w) x 9.00 (h) x 0.82 (d),3.9,University of Georgia Press,John Lane,19
442,9781583220221,1583220224,All Things Censored [With CD],English,Hardcover,2003-07-01,BOOK &amp; CD,304,6.67 (w) x 9.07 (h) x 1.07 (d),3.0,Seven Stories Press,"Mumia Abu-Jamal, Noelle Hanrahan (Editor), Alice Walker",10
443,9780813190662,813190665,Listen Here: Women Writing in Appalachia,English,Paperback,2004-08-01,1st Edition,712,1.41 (w) x 6.14 (h) x 9.21 (d),1.9,University Press of Kentucky,"Sandra L. Ballard (Editor), Patricia L. Hudson",16
444,9781559362917,155936291X,The Flu Season and Other Plays,English,Paperback,2006-12-01,,240,5.30 (w) x 8.40 (h) x 0.40 (d),4.3,Theatre Communications Group,Will Eno,9
445,9781887366755,188736675X,Solomon Northup's Twelve Years a Slave: And Plantation Life in the Antebellum South,English,Hardcover,2007-01-01,Expanded,,,4.2,University of Louisiana at Lafayette Press,"Solomon Northup, Sue L. Eakin, University of Louisiana at Lafayette, Center for Louisiana Studies Staff",3
446,9780873514378,873514378,Bamboo among the Oaks: Contemporary Writing by Hmong Americans,English,Paperback,2002-10-01,,,,2.6,Minnesota Historical Society Press,Mai Neng Moua,11
447,9781931082761,1931082766,Poets of the Civil War,English,Hardcover,2005-04-01,,250,4.75 (w) x 7.75 (h) x 0.63 (d),1.7,Library of America,J. D. McClatchy,6
448,9780156135399,156135396,The Book of American Negro Poetry,English,Paperback,1969-10-01,,,,4.0,Houghton Mifflin Harcourt,"James Weldon Johnson, James W. Johnson",10
449,9781883011765,1883011760,"Slave Narratives: James Albert Ukawsaw Gronniosaw, Olaudah Equiano, Nat Turner, Frederick Douglass, William Wells Brown, Henry Bibb, Sojourner Truth, William and Ellen Craft, Harriet A. Jacobs, Jacob D. Green (Library of America)",English,Hardcover,2000-01-01,1,992,5.28 (w) x 8.25 (h) x 1.28 (d),4.9,Library of America,"William L. Andrews, Henry Louis Gates Jr.",2
450,9780898867107,089886710X,Denali: A Literary Anthology,English,Paperback,2000-10-01,1 ED,272,5.90 (w) x 8.90 (h) x 0.80 (d),1.0,"Mountaineers Books, The",Bill Sherwonit,20
451,9780743257589,743257588,The Best American Poetry 2005,English,Paperback,2005-09-01,2005 Edition,224,5.50 (w) x 8.44 (h) x 0.60 (d),2.3,Simon & Schuster Adult Publishing Group,"Paul Muldoon (Editor), David Lehman",18
452,9780872865013,872865010,"Who's to Say What's Obscene?: Politics, Culture, and Comedy in America Today",English,Paperback,2009-07-01,,240,5.30 (w) x 7.90 (h) x 0.80 (d),1.3,City Lights Books,"Paul Krassner, Arianna Huffington (Foreword by), Wavy Gravy",9
453,9780872865280,872865282,Impossible Princess,English,Paperback,2009-11-01,,200,5.50 (w) x 7.90 (h) x 0.60 (d),3.5,City Lights Books,Kevin Killian,12
454,9780415936828,415936829,This Bridge We Call Home: Radical Visions for Transformation,English,Paperback,2002-09-01,2002,624,6.00 (w) x 8.80 (h) x 1.40 (d),4.9,"Taylor & Francis, Inc.","Gloria E. Anzaldua (Editor), AnaLouise Keating (Editor), Analouise Keating (Editor), Analouise Keating",18
455,9780201846706,201846705,Our Own Stories: Readings for Cross-Cultural Communication,English,Paperback,1995-08-01,2nd Edition,161,7.90 (w) x 10.12 (h) x 0.32 (d),4.9,Longman Publishing Group,Norine Dresser,12
456,9781888160437,1888160438,Sky Begins at Your Feet,English,Paperback,2009-09-01,,242,6.10 (w) x 8.90 (h) x 0.80 (d),2.0,Ice Cube Press,Caryn Mirriam-Goldberg,20
457,9780826328892,082632889X,Hot Biscuits: Eighteen Stories by Women and Men of the Ranching West,English,Hardcover,2002-07-01,1ST,,,2.1,University of New Mexico Press,"Max Evans (Editor), Candy Moulton",4
458,9780826348180,826348181,Santa Fe Nativa: A Collection of Nuevomexicano Writing,English,Hardcover,2009-11-01,Bilingual,244,,4.5,University of New Mexico Press,"Rosalie C. Otero (Editor), Enrique R. Lamadrid (Editor), A. Gabriel Melendez (Editor), Miguel A. Gandert",8
459,9780875653426,875653421,Literary Austin,English,Hardcover,2007-04-01,New Edition,,,3.0,Texas Christian University Press,Don Graham,5
460,9781557837127,1557837120,The Best American Short Plays 2004-2005,English,Paperback,2008-08-01,,332,5.50 (w) x 8.40 (h) x 0.70 (d),3.5,Applause Theatre and Cinema Books,Barbara Parisi,11
461,9781558853461,1558853464,En Otra Voz: Antolog&#237;a de Literatura Hispana de los Estados Unidos,English,Paperback,2002-08-01,1st Edition,608,6.02 (w) x 9.12 (h) x 1.28 (d),1.8,Arte Publico Press,"Nicolas Kanellos (Editor), Jose B. Fernandez (With), Kenya Dworkin-Mendez",7
462,9780271027210,271027215,Common Wealth,English,Paperback,2005-10-01,1st Edition,288,5.50 (w) x 9.00 (h) x 0.80 (d),1.1,Penn State University Press,"Marjorie Maddox (Editor), Jerry Wemple",11
463,9780452011748,452011744,American Satire,English,Paperback,1997-04-01,,480,5.44 (w) x 8.04 (h) x 1.00 (d),3.8,Penguin Group (USA),"Nicholas Bakalar, Stephen Koch",5
464,9780870498763,870498762,"Appalachia inside Out, Vol. 2",English,Paperback,1995-11-01,1st Edition,432,6.10 (w) x 9.00 (h) x 0.99 (d),4.6,University of Tennessee Press,"Robert J. Higgs (Editor), Jim W. Miller (Editor), Ambrose N. Manning",18
465,9780804011075,804011079,New Stories from the Southwest,English,Paperback,2007-12-01,1,288,5.50 (w) x 8.25 (h) x 0.70 (d),3.2,Ohio University Press,"D. Seth Horton (Editor), Ray Gonzalez",16
466,9780674006034,674006038,Writing New England: An Anthology from the Puritans to the Present,English,Hardcover,2001-10-01,1st Edition,512,6.42 (w) x 9.46 (h) x 1.49 (d),3.9,Harvard University Press,Andrew Delbanco,9
467,9780618249336,618249338,Crazy Woman Creek: Women Rewrite the American West,English,Paperback,2004-05-01,None,336,6.00 (w) x 9.00 (h) x 0.75 (d),2.2,Houghton Mifflin Harcourt,"Nancy Curtis (Adapted by), Nancy Curtis (Editor), Gaydell Collier",3
468,9780806133676,806133678,Circle of Women: An Anthology of Contemporary Western Women Writers,English,Paperback,2001-11-01,RED RIVER,416,8.10 (w) x 5.40 (h) x 1.00 (d),2.7,University of Oklahoma Press,"Kim Barnes (Editor), Mary Clearman Blew",7
469,9780140230260,140230262,The Portable Western Reader,English,Paperback,1997-07-01,,624,5.14 (w) x 7.80 (h) x 1.35 (d),3.8,Penguin Group (USA),"Various, William Kittredge",1
470,9780673990174,673990176,African-American Literature: A Brief Introduction and Anthology,English,Paperback,1997-01-01,1st Edition,500,6.20 (w) x 8.90 (h) x 1.00 (d),1.1,Longman,"Al Young, Robert Young",10
471,9781558491113,1558491112,El Coro,English,Paperback,1997-12-01,,184,6.03 (w) x 9.02 (h) x 0.58 (d),1.8,University of Massachusetts Press,Martin Espada,3
472,9780573697555,573697558,"Off Off Broadway Festival Plays, 34th Series",English,Paperback,2010-02-01,,116,5.00 (w) x 8.00 (h) x 0.24 (d),2.9,"Samuel French, Incorporated",Various,17
473,9781931082495,1931082499,American Wits: An Anthology of Light Verse,English,Hardcover,2003-10-01,,200,4.74 (w) x 7.84 (h) x 0.68 (d),3.7,Library of America,VARIOUS,12
474,9780945575931,945575939,Out on the Porch: An Evocation in Words and Pictures,English,Hardcover,1992-01-01,,128,8.36 (w) x 8.28 (h) x 0.50 (d),3.5,Algonquin Books of Chapel Hill,"Reynolds Price, Clifton Dowell (Editor), Reynolds Price",3
475,9781565849860,1565849868,30 Satires,English,Paperback,2005-04-01,,,,3.9,"New Press, The",Lewis H. Lapham,15
476,9781580051583,1580051588,Literary Mama: Reading for the Maternally Inclined,English,Paperback,2006-01-01,,271,5.50 (w) x 7.40 (h) x 0.90 (d),3.4,Avalon Publishing Group,"Andrea J. Buchanan, Amy Hudock",8
477,9780268041342,268041342,"In So Many More Words: Arguments and Adventures, Second Edition",English,Paperback,2010-09-01,2nd Edition,288,6.00 (w) x 9.10 (h) x 0.80 (d),1.5,University of Notre Dame Press,Robert Schmuhl,2
478,9780881461831,881461830,Georgia Cowboy Poets,English,Paperback,2010-03-01,,224,5.90 (w) x 8.90 (h) x 0.70 (d),2.5,Mercer University Press,David Fillingim,17
479,9780253214928,253214920,Decolonial Voices: Chicana and Chicano Cultural Studies in the 21st Century,English,Paperback,2002-03-01,1st Edition,432,6.10 (w) x 9.20 (h) x 0.90 (d),3.7,Indiana University Press,"Arturo J. Aldama, Naomi Qui?onez",20
480,9780060953225,60953225,More Mirth of a Nation: The Best Contemporary Humor,English,Paperback,2002-11-01,First Edition,,,4.1,HarperCollins Publishers,"Michael J. Rosen, Michael J. Rosen",20
481,9781575253862,1575253860,New Playwrights: The Best Plays of 2003,English,Paperback,2005-11-01,1st Edition,328,5.46 (w) x 8.54 (h) x 0.73 (d),4.5,"Smith & Kraus, Inc.","D. L. Lepidus (Editor), Frances Hill",5
482,9781585360956,1585360953,American Reader,English,Paperback,2006-09-01,,96,5.60 (w) x 7.60 (h) x 0.50 (d),1.2,Sleeping Bear Press,"Kathy-jo Wargin, Kathryn Darnell (Illustrator), K. L. Darnell",2
483,9780316347105,316347108,Every Shut Eye Ain't Asleep; An Anthology of Poetry by African Americans since 1945,English,Paperback,1994-02-01,1,344,5.50 (w) x 8.50 (h) x 0.77 (d),3.5,Hachette Book Group,"Michael S. Harper, Anthony Walton",13
484,9781566890014,1566890012,Moment's Notice: Jazz in Poetry and Prose,English,Hardcover,1992-07-01,,384,6.00 (w) x 8.90 (h) x 1.00 (d),3.9,Coffee House Press,"Art Lange (Editor), Nathaniel Mackey",12
485,9781892514110,1892514117,Literary Nashville,English,Paperback,1999-11-01,New Edition,,,2.0,"Hill Street Press, LLC","Patrick Allen, Madison Jones (Foreword by), Parke Godwin",4
486,9781566891417,1566891418,Screaming Monkeys: Critiques of Asian American Images,English,Paperback,2003-07-01,,500,6.40 (w) x 9.30 (h) x 1.40 (d),4.4,Coffee House Press,"M. Evelina Galang (Editor), Eileen Tabios",19
487,9780944350614,944350615,Imagination And Spirit,English,Paperback,2006-02-01,,292,5.50 (w) x 8.50 (h) x 0.66 (d),3.7,Friends United Press,"J. Brent Bill (Editor), Shari Pickett Veach (Designed by), C. Michael Curtis (Foreword by), J. Brent Bill",7
488,9781931082525,1931082529,"Writings: The Autobiography of an Ex-Colored Man, Along This Way, Essays and Editorials, Selected Poems",English,Hardcover,2004-01-01,,828,5.24 (w) x 8.08 (h) x 1.17 (d),3.8,Library of America,"James Weldon Johnson, William L. Andrews",17
489,9780199273157,199273154,Quixotic Fictions of the USA 1792-1815,English,Hardcover,2006-01-01,,320,8.60 (w) x 5.70 (h) x 1.10 (d),3.2,"Oxford University Press, USA",Sarah Florence Wood,7
490,9780814321423,814321429,"Roots of African American Drama: An Anthology of Early Plays, 1858-1938",English,Paperback,1992-12-01,1st Edition,,,4.4,Wayne State University Press,"Leo Hamalian (Editor), James Vernon Hatch (Editor), George C. Wolfe",5
491,9780295977461,295977469,The Floating Borderlands: Twenty-Five Years of U.S. Hispanic Literature,English,Paperback,1998-12-01,,446,6.00 (w) x 8.90 (h) x 1.10 (d),3.0,University of Washington Press,Lauro Flores,19
492,9780822955603,822955601,Classic Plays from the Negro Ensemble Company,English,Paperback,1995-10-01,1st Edition,594,6.13 (w) x 9.25 (h) x 1.90 (d),1.7,University of Pittsburgh Press,"Paul Carter Harrison (Editor), Gus (Eds.) Edwards, Gus Edwards",12
493,9780878054794,878054790,Mississippi Writers: An Anthology,English,Hardcover,1991-06-01,,,,1.2,University Press of Mississippi,Dorothy Abbott,17
494,9780978848934,978848934,Bombshells: War Stories and Poems by Women on the Homefront,English,Paperback,2007-01-01,,163,,3.9,"OmniArts, LLC","Missy Martin (Editor), Jesse Loren",15
495,9780520216846,520216849,At Home on the Earth: Becoming Native to Our Place,English,Paperback,1999-08-01,1st Edition,341,6.00 (w) x 9.00 (h) x 0.88 (d),2.1,University of California Press,"David Landis Barnhill (Editor), Alice Walker, Gary Snyder",12
496,9780275935672,275935671,Wines in the Wilderness: Plays by African American Women from the Harlem Renaissance to the Present,English,Paperback,1990-08-01,,272,8.90 (w) x 5.90 (h) x 0.80 (d),2.6,"Greenwood Publishing Group, Incorporated","Elizabeth Brown-Guillory (Compiler), Elizabeth Brown-Guillory",17
497,9780877457954,877457956,Stand Up Poetry: An Expanded Anthology,English,Paperback,2002-01-01,2,348,5.75 (w) x 9.25 (h) x 0.90 (d),3.9,University of Iowa Press,Charles Harper Webb,2
498,9781591791881,159179188X,First Thought Best Thought,English,Compact Disc,2004-08-01,,,,3.1,"Sounds True, Incorporated","Allen Ginsberg, William S. Burroughs, Diane Di Prima",11
499,9781573240376,1573240370,For She Is the Tree of Life: Grandmothers Through the Eyes of Women Writers,English,Paperback,1996-05-01,,,,3.8,Red Wheel/Weiser,Valerie Kack-Brice,18
500,9781560253785,1560253789,White Lines: Writers on Cocaine,English,Paperback,2002-12-01,First Edition,352,5.80 (w) x 8.90 (h) x 1.00 (d),3.7,Running Press Book Publishers,"Geno Zanetti (Editor), Stephen Hyde (Editor), Terry Southern (Contribution by), Richard Rudgley",17
